pokemon_id,name,base_experience,height_in_meters,weight_in_kg,hp,attack,defense,special_attack,special_defense,speed,primary_type,secondary_type,gender_rate,capture_rate,base_happiness,is_baby,is_legendary,is_mythical,color,shape,generation,total_stats
164.0,noctowl,158.0,1.6,40.8,100.0,50.0,50.0,86.0,96.0,70.0,normal,flying,0.5,0.35,70.0,False,False,False,brown,wings,Gen 2,452.0
165.0,ledyba,53.0,1.0,10.8,40.0,20.0,30.0,40.0,80.0,55.0,bug,flying,0.5,1.0,70.0,False,False,False,red,wings,Gen 2,265.0
166.0,ledian,137.0,1.4,35.6,55.0,35.0,50.0,55.0,110.0,85.0,bug,flying,0.5,0.35,70.0,False,False,False,red,wings,Gen 2,390.0
167.0,spinarak,50.0,0.5,8.5,40.0,60.0,40.0,40.0,40.0,30.0,bug,poison,0.5,1.0,70.0,False,False,False,green,armor,Gen 2,250.0
168.0,ariados,140.0,1.1,33.5,70.0,90.0,70.0,60.0,70.0,40.0,bug,poison,0.5,0.35,70.0,False,False,False,red,armor,Gen 2,400.0
169.0,crobat,241.0,1.8,75.0,85.0,90.0,80.0,70.0,80.0,130.0,poison,flying,0.5,0.35,70.0,False,False,False,purple,bug-wings,Gen 2,535.0
170.0,chinchou,66.0,0.5,12.0,75.0,38.0,38.0,56.0,56.0,67.0,water,electric,0.5,0.75,70.0,False,False,False,blue,fish,Gen 2,330.0
171.0,lanturn,161.0,1.2,22.5,125.0,58.0,58.0,76.0,76.0,67.0,water,electric,0.5,0.29,70.0,False,False,False,blue,fish,Gen 2,460.0
172.0,pichu,41.0,0.3,2.0,20.0,40.0,15.0,35.0,35.0,60.0,electric,,0.5,0.75,70.0,True,False,False,yellow,quadruped,Gen 2,205.0
173.0,cleffa,44.0,0.3,3.0,50.0,25.0,28.0,45.0,55.0,15.0,fairy,,0.75,0.59,140.0,True,False,False,pink,upright,Gen 2,218.0
174.0,igglybuff,42.0,0.3,1.0,90.0,30.0,15.0,40.0,20.0,15.0,normal,fairy,0.75,0.67,70.0,True,False,False,pink,humanoid,Gen 2,210.0
175.0,togepi,49.0,0.3,1.5,35.0,20.0,65.0,40.0,65.0,20.0,fairy,,0.12,0.75,70.0,True,False,False,white,humanoid,Gen 2,245.0
176.0,togetic,142.0,0.6,3.2,55.0,40.0,85.0,80.0,105.0,40.0,fairy,flying,0.12,0.29,70.0,False,False,False,white,humanoid,Gen 2,405.0
177.0,natu,64.0,0.2,2.0,40.0,50.0,45.0,70.0,45.0,70.0,psychic,flying,0.5,0.75,70.0,False,False,False,green,wings,Gen 2,320.0
178.0,xatu,165.0,1.5,15.0,65.0,75.0,70.0,95.0,70.0,95.0,psychic,flying,0.5,0.29,70.0,False,False,False,green,wings,Gen 2,470.0
179.0,mareep,56.0,0.6,7.8,55.0,40.0,40.0,65.0,45.0,35.0,electric,,0.5,0.92,70.0,False,False,False,white,quadruped,Gen 2,280.0
180.0,flaaffy,128.0,0.8,13.3,70.0,55.0,55.0,80.0,60.0,45.0,electric,,0.5,0.47,70.0,False,False,False,pink,upright,Gen 2,365.0
181.0,ampharos,230.0,1.4,61.5,90.0,75.0,85.0,115.0,90.0,55.0,electric,,0.5,0.18,70.0,False,False,False,yellow,upright,Gen 2,510.0
182.0,bellossom,221.0,0.4,5.8,75.0,80.0,95.0,90.0,100.0,50.0,grass,,0.5,0.18,70.0,False,False,False,green,humanoid,Gen 2,490.0
183.0,marill,88.0,0.4,8.5,70.0,20.0,50.0,20.0,50.0,40.0,water,fairy,0.5,0.75,70.0,False,False,False,blue,upright,Gen 2,250.0
184.0,azumarill,189.0,0.8,28.5,100.0,50.0,80.0,60.0,80.0,50.0,water,fairy,0.5,0.29,70.0,False,False,False,blue,upright,Gen 2,420.0
185.0,sudowoodo,144.0,1.2,38.0,70.0,100.0,115.0,30.0,65.0,30.0,rock,,0.5,0.25,70.0,False,False,False,brown,humanoid,Gen 2,410.0
186.0,politoed,225.0,1.1,33.9,90.0,75.0,75.0,90.0,100.0,70.0,water,,0.5,0.18,70.0,False,False,False,green,humanoid,Gen 2,500.0
187.0,hoppip,50.0,0.4,0.5,35.0,35.0,40.0,35.0,55.0,50.0,grass,flying,0.5,1.0,70.0,False,False,False,pink,upright,Gen 2,250.0
188.0,skiploom,119.0,0.6,1.0,55.0,45.0,50.0,45.0,65.0,80.0,grass,flying,0.5,0.47,70.0,False,False,False,green,upright,Gen 2,340.0
189.0,jumpluff,207.0,0.8,3.0,75.0,55.0,70.0,55.0,95.0,110.0,grass,flying,0.5,0.18,70.0,False,False,False,blue,upright,Gen 2,460.0
190.0,aipom,72.0,0.8,11.5,55.0,70.0,55.0,40.0,55.0,85.0,normal,,0.5,0.18,70.0,False,False,False,purple,upright,Gen 2,360.0
191.0,sunkern,36.0,0.3,1.8,30.0,30.0,30.0,30.0,30.0,30.0,grass,,0.5,0.92,70.0,False,False,False,yellow,ball,Gen 2,180.0
192.0,sunflora,149.0,0.8,8.5,75.0,75.0,55.0,105.0,85.0,30.0,grass,,0.5,0.47,70.0,False,False,False,yellow,humanoid,Gen 2,425.0
193.0,yanma,78.0,1.2,38.0,65.0,65.0,45.0,75.0,45.0,95.0,bug,flying,0.5,0.29,70.0,False,False,False,red,bug-wings,Gen 2,390.0
194.0,wooper,42.0,0.4,8.5,55.0,45.0,45.0,25.0,25.0,15.0,water,ground,0.5,1.0,70.0,False,False,False,blue,legs,Gen 2,210.0
195.0,quagsire,151.0,1.4,75.0,95.0,85.0,85.0,65.0,65.0,35.0,water,ground,0.5,0.35,70.0,False,False,False,blue,upright,Gen 2,430.0
196.0,espeon,184.0,0.9,26.5,65.0,65.0,60.0,130.0,95.0,110.0,psychic,,0.12,0.18,70.0,False,False,False,purple,quadruped,Gen 2,525.0
197.0,umbreon,184.0,1.0,27.0,95.0,65.0,110.0,60.0,130.0,65.0,dark,,0.12,0.18,35.0,False,False,False,black,quadruped,Gen 2,525.0
198.0,murkrow,81.0,0.5,2.1,60.0,85.0,42.0,85.0,42.0,91.0,dark,flying,0.5,0.12,35.0,False,False,False,black,wings,Gen 2,405.0
199.0,slowking,172.0,2.0,79.5,95.0,75.0,80.0,100.0,110.0,30.0,water,psychic,0.5,0.27,70.0,False,False,False,pink,upright,Gen 2,490.0
200.0,misdreavus,87.0,0.7,1.0,60.0,60.0,60.0,85.0,85.0,85.0,ghost,,0.5,0.18,35.0,False,False,False,gray,ball,Gen 2,435.0
201.0,unown,118.0,0.5,5.0,48.0,72.0,48.0,72.0,48.0,48.0,psychic,,-1.0,0.88,70.0,False,False,False,black,ball,Gen 2,336.0
202.0,wobbuffet,142.0,1.3,28.5,190.0,33.0,58.0,33.0,58.0,33.0,psychic,,0.5,0.18,70.0,False,False,False,blue,blob,Gen 2,405.0
203.0,girafarig,159.0,1.5,41.5,70.0,80.0,65.0,90.0,65.0,85.0,normal,psychic,0.5,0.24,70.0,False,False,False,yellow,quadruped,Gen 2,455.0
204.0,pineco,58.0,0.6,7.2,50.0,65.0,90.0,35.0,35.0,15.0,bug,,0.5,0.75,70.0,False,False,False,gray,ball,Gen 2,290.0
205.0,forretress,163.0,1.2,125.8,75.0,90.0,140.0,60.0,60.0,40.0,bug,steel,0.5,0.29,70.0,False,False,False,purple,ball,Gen 2,465.0
206.0,dunsparce,145.0,1.5,14.0,100.0,70.0,70.0,65.0,65.0,45.0,normal,,0.5,0.75,70.0,False,False,False,yellow,squiggle,Gen 2,415.0
207.0,gligar,86.0,1.1,64.8,65.0,75.0,105.0,35.0,65.0,85.0,ground,flying,0.5,0.24,70.0,False,False,False,purple,wings,Gen 2,430.0
208.0,steelix,179.0,9.2,400.0,75.0,85.0,200.0,55.0,65.0,30.0,steel,ground,0.5,0.1,70.0,False,False,False,gray,squiggle,Gen 2,510.0
209.0,snubbull,60.0,0.6,7.8,60.0,80.0,50.0,40.0,40.0,30.0,fairy,,0.75,0.75,70.0,False,False,False,pink,humanoid,Gen 2,300.0
210.0,granbull,158.0,1.4,48.7,90.0,120.0,75.0,60.0,60.0,45.0,fairy,,0.75,0.29,70.0,False,False,False,purple,upright,Gen 2,450.0
211.0,qwilfish,88.0,0.5,3.9,65.0,95.0,85.0,55.0,55.0,85.0,water,poison,0.5,0.18,70.0,False,False,False,gray,fish,Gen 2,440.0
212.0,scizor,175.0,1.8,118.0,70.0,130.0,100.0,55.0,80.0,65.0,bug,steel,0.5,0.1,70.0,False,False,False,red,bug-wings,Gen 2,500.0
213.0,shuckle,177.0,0.6,20.5,20.0,10.0,230.0,10.0,230.0,5.0,bug,rock,0.5,0.75,70.0,False,False,False,yellow,armor,Gen 2,505.0
214.0,heracross,175.0,1.5,54.0,80.0,125.0,75.0,40.0,95.0,85.0,bug,fighting,0.5,0.18,70.0,False,False,False,blue,humanoid,Gen 2,500.0
215.0,sneasel,86.0,0.9,28.0,55.0,95.0,55.0,35.0,75.0,115.0,dark,ice,0.5,0.24,35.0,False,False,False,black,upright,Gen 2,430.0
216.0,teddiursa,66.0,0.6,8.8,60.0,80.0,50.0,50.0,50.0,40.0,normal,,0.5,0.47,70.0,False,False,False,brown,upright,Gen 2,330.0
217.0,ursaring,175.0,1.8,125.8,90.0,130.0,75.0,75.0,75.0,55.0,normal,,0.5,0.24,70.0,False,False,False,brown,upright,Gen 2,500.0
218.0,slugma,50.0,0.7,35.0,40.0,40.0,40.0,70.0,40.0,20.0,fire,,0.5,0.75,70.0,False,False,False,red,squiggle,Gen 2,250.0
219.0,magcargo,151.0,0.8,55.0,60.0,50.0,120.0,90.0,80.0,30.0,fire,rock,0.5,0.29,70.0,False,False,False,red,squiggle,Gen 2,430.0
220.0,swinub,50.0,0.4,6.5,50.0,50.0,40.0,30.0,30.0,50.0,ice,ground,0.5,0.88,70.0,False,False,False,brown,quadruped,Gen 2,250.0
221.0,piloswine,158.0,1.1,55.8,100.0,100.0,80.0,60.0,60.0,50.0,ice,ground,0.5,0.29,70.0,False,False,False,brown,quadruped,Gen 2,450.0
222.0,corsola,144.0,0.6,5.0,65.0,55.0,95.0,65.0,95.0,35.0,water,rock,0.75,0.24,70.0,False,False,False,pink,armor,Gen 2,410.0
223.0,remoraid,60.0,0.6,12.0,35.0,65.0,35.0,65.0,35.0,65.0,water,,0.5,0.75,70.0,False,False,False,gray,fish,Gen 2,300.0
224.0,octillery,168.0,0.9,28.5,75.0,105.0,75.0,105.0,75.0,45.0,water,,0.5,0.29,70.0,False,False,False,red,tentacles,Gen 2,480.0
225.0,delibird,116.0,0.9,16.0,45.0,55.0,45.0,65.0,45.0,75.0,ice,flying,0.5,0.18,70.0,False,False,False,red,wings,Gen 2,330.0
226.0,mantine,170.0,2.1,220.0,85.0,40.0,70.0,80.0,140.0,70.0,water,flying,0.5,0.1,70.0,False,False,False,purple,wings,Gen 2,485.0
227.0,skarmory,163.0,1.7,50.5,65.0,80.0,140.0,40.0,70.0,70.0,steel,flying,0.5,0.1,70.0,False,False,False,gray,wings,Gen 2,465.0
228.0,houndour,66.0,0.6,10.8,45.0,60.0,30.0,80.0,50.0,65.0,dark,fire,0.5,0.47,35.0,False,False,False,black,quadruped,Gen 2,330.0
229.0,houndoom,175.0,1.4,35.0,75.0,90.0,50.0,110.0,80.0,95.0,dark,fire,0.5,0.18,35.0,False,False,False,black,quadruped,Gen 2,500.0
230.0,kingdra,243.0,1.8,152.0,75.0,95.0,95.0,95.0,95.0,85.0,water,dragon,0.5,0.18,70.0,False,False,False,blue,blob,Gen 2,540.0
231.0,phanpy,66.0,0.5,33.5,90.0,60.0,60.0,40.0,40.0,40.0,ground,,0.5,0.47,70.0,False,False,False,blue,quadruped,Gen 2,330.0
232.0,donphan,175.0,1.1,120.0,90.0,120.0,120.0,60.0,60.0,50.0,ground,,0.5,0.24,70.0,False,False,False,gray,quadruped,Gen 2,500.0
233.0,porygon2,180.0,0.6,32.5,85.0,80.0,90.0,105.0,95.0,60.0,normal,,-1.0,0.18,70.0,False,False,False,red,legs,Gen 2,515.0
234.0,stantler,163.0,1.4,71.2,73.0,95.0,62.0,85.0,65.0,85.0,normal,,0.5,0.18,70.0,False,False,False,brown,quadruped,Gen 2,465.0
235.0,smeargle,88.0,1.2,58.0,55.0,20.0,35.0,20.0,45.0,75.0,normal,,0.5,0.18,70.0,False,False,False,white,upright,Gen 2,250.0
236.0,tyrogue,42.0,0.7,21.0,35.0,35.0,35.0,35.0,35.0,35.0,fighting,,0.0,0.29,70.0,True,False,False,purple,humanoid,Gen 2,210.0
237.0,hitmontop,159.0,1.4,48.0,50.0,95.0,95.0,35.0,110.0,70.0,fighting,,0.0,0.18,70.0,False,False,False,brown,upright,Gen 2,455.0
238.0,smoochum,61.0,0.4,6.0,45.0,30.0,15.0,85.0,65.0,65.0,ice,psychic,1.0,0.18,70.0,True,False,False,pink,humanoid,Gen 2,305.0
239.0,elekid,72.0,0.6,23.5,45.0,63.0,37.0,65.0,55.0,95.0,electric,,0.25,0.18,70.0,True,False,False,yellow,humanoid,Gen 2,360.0
240.0,magby,73.0,0.7,21.4,45.0,75.0,37.0,70.0,55.0,83.0,fire,,0.25,0.18,70.0,True,False,False,red,upright,Gen 2,365.0
241.0,miltank,172.0,1.2,75.5,95.0,80.0,105.0,40.0,70.0,100.0,normal,,1.0,0.18,70.0,False,False,False,pink,upright,Gen 2,490.0
242.0,blissey,608.0,1.5,46.8,255.0,10.0,10.0,75.0,135.0,55.0,normal,,1.0,0.12,140.0,False,False,False,pink,humanoid,Gen 2,540.0
243.0,raikou,261.0,1.9,178.0,90.0,85.0,75.0,115.0,100.0,115.0,electric,,-1.0,0.01,35.0,False,True,False,yellow,quadruped,Gen 2,580.0
244.0,entei,261.0,2.1,198.0,115.0,115.0,85.0,90.0,75.0,100.0,fire,,-1.0,0.01,35.0,False,True,False,brown,quadruped,Gen 2,580.0
245.0,suicune,261.0,2.0,187.0,100.0,75.0,115.0,90.0,115.0,85.0,water,,-1.0,0.01,35.0,False,True,False,blue,quadruped,Gen 2,580.0
246.0,larvitar,60.0,0.6,72.0,50.0,64.0,50.0,45.0,50.0,41.0,rock,ground,0.5,0.18,35.0,False,False,False,green,upright,Gen 2,300.0
247.0,pupitar,144.0,1.2,152.0,70.0,84.0,70.0,65.0,70.0,51.0,rock,ground,0.5,0.18,35.0,False,False,False,gray,squiggle,Gen 2,410.0
248.0,tyranitar,270.0,2.0,202.0,100.0,134.0,110.0,95.0,100.0,61.0,rock,dark,0.5,0.18,35.0,False,False,False,green,upright,Gen 2,600.0
249.0,lugia,306.0,5.2,216.0,106.0,90.0,130.0,90.0,154.0,110.0,psychic,flying,-1.0,0.01,0.0,False,True,False,white,wings,Gen 2,680.0
250.0,ho-oh,306.0,3.8,199.0,106.0,130.0,90.0,110.0,154.0,90.0,fire,flying,-1.0,0.01,0.0,False,True,False,red,wings,Gen 2,680.0
251.0,celebi,270.0,0.6,5.0,100.0,100.0,100.0,100.0,100.0,100.0,psychic,grass,-1.0,0.18,100.0,False,False,True,green,humanoid,Gen 2,600.0
252.0,treecko,62.0,0.5,5.0,40.0,45.0,35.0,65.0,55.0,70.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 3,310.0
253.0,grovyle,142.0,0.9,21.6,50.0,65.0,45.0,85.0,65.0,95.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 3,405.0
254.0,sceptile,239.0,1.7,52.2,70.0,85.0,65.0,105.0,85.0,120.0,grass,,0.12,0.18,70.0,False,False,False,green,upright,Gen 3,530.0
255.0,torchic,62.0,0.4,2.5,45.0,60.0,40.0,70.0,50.0,45.0,fire,,0.12,0.18,70.0,False,False,False,red,legs,Gen 3,310.0
256.0,combusken,142.0,0.9,19.5,60.0,85.0,60.0,85.0,60.0,55.0,fire,fighting,0.12,0.18,70.0,False,False,False,red,upright,Gen 3,405.0
257.0,blaziken,239.0,1.9,52.0,80.0,120.0,70.0,110.0,70.0,80.0,fire,fighting,0.12,0.18,70.0,False,False,False,red,upright,Gen 3,530.0
258.0,mudkip,62.0,0.4,7.6,50.0,70.0,50.0,50.0,50.0,40.0,water,,0.12,0.18,70.0,False,False,False,blue,quadruped,Gen 3,310.0
259.0,marshtomp,142.0,0.7,28.0,70.0,85.0,70.0,60.0,70.0,50.0,water,ground,0.12,0.18,70.0,False,False,False,blue,upright,Gen 3,405.0
260.0,swampert,241.0,1.5,81.9,100.0,110.0,90.0,85.0,90.0,60.0,water,ground,0.12,0.18,70.0,False,False,False,blue,upright,Gen 3,535.0
261.0,poochyena,56.0,0.5,13.6,35.0,55.0,35.0,30.0,30.0,35.0,dark,,0.5,1.0,70.0,False,False,False,gray,quadruped,Gen 3,220.0
262.0,mightyena,147.0,1.0,37.0,70.0,90.0,70.0,60.0,60.0,70.0,dark,,0.5,0.5,70.0,False,False,False,gray,quadruped,Gen 3,420.0
263.0,zigzagoon,56.0,0.4,17.5,38.0,30.0,41.0,30.0,41.0,60.0,normal,,0.5,1.0,70.0,False,False,False,brown,quadruped,Gen 3,240.0
264.0,linoone,147.0,0.5,32.5,78.0,70.0,61.0,50.0,61.0,100.0,normal,,0.5,0.35,70.0,False,False,False,white,quadruped,Gen 3,420.0
265.0,wurmple,56.0,0.3,3.6,45.0,45.0,35.0,20.0,30.0,20.0,bug,,0.5,1.0,70.0,False,False,False,red,armor,Gen 3,195.0
266.0,silcoon,72.0,0.6,10.0,50.0,35.0,55.0,25.0,25.0,15.0,bug,,0.5,0.47,70.0,False,False,False,white,ball,Gen 3,205.0
267.0,beautifly,178.0,1.0,28.4,60.0,70.0,50.0,100.0,50.0,65.0,bug,flying,0.5,0.18,70.0,False,False,False,yellow,bug-wings,Gen 3,395.0
268.0,cascoon,72.0,0.7,11.5,50.0,35.0,55.0,25.0,25.0,15.0,bug,,0.5,0.47,70.0,False,False,False,purple,ball,Gen 3,205.0
269.0,dustox,173.0,1.2,31.6,60.0,50.0,70.0,50.0,90.0,65.0,bug,poison,0.5,0.18,70.0,False,False,False,green,bug-wings,Gen 3,385.0
270.0,lotad,44.0,0.5,2.6,40.0,30.0,30.0,40.0,50.0,30.0,water,grass,0.5,1.0,70.0,False,False,False,green,armor,Gen 3,220.0
271.0,lombre,119.0,1.2,32.5,60.0,50.0,50.0,60.0,70.0,50.0,water,grass,0.5,0.47,70.0,False,False,False,green,humanoid,Gen 3,340.0
272.0,ludicolo,216.0,1.5,55.0,80.0,70.0,70.0,90.0,100.0,70.0,water,grass,0.5,0.18,70.0,False,False,False,green,humanoid,Gen 3,480.0
273.0,seedot,44.0,0.5,4.0,40.0,40.0,50.0,30.0,30.0,30.0,grass,,0.5,1.0,70.0,False,False,False,brown,legs,Gen 3,220.0
274.0,nuzleaf,119.0,1.0,28.0,70.0,70.0,40.0,60.0,40.0,60.0,grass,dark,0.5,0.47,70.0,False,False,False,brown,humanoid,Gen 3,340.0
275.0,shiftry,216.0,1.3,59.6,90.0,100.0,60.0,90.0,60.0,80.0,grass,dark,0.5,0.18,70.0,False,False,False,brown,humanoid,Gen 3,480.0
276.0,taillow,54.0,0.3,2.3,40.0,55.0,30.0,30.0,30.0,85.0,normal,flying,0.5,0.78,70.0,False,False,False,blue,wings,Gen 3,270.0
277.0,swellow,159.0,0.7,19.8,60.0,85.0,60.0,75.0,50.0,125.0,normal,flying,0.5,0.18,70.0,False,False,False,blue,wings,Gen 3,455.0
278.0,wingull,54.0,0.6,9.5,40.0,30.0,30.0,55.0,30.0,85.0,water,flying,0.5,0.75,70.0,False,False,False,white,wings,Gen 3,270.0
279.0,pelipper,154.0,1.2,28.0,60.0,50.0,100.0,95.0,70.0,65.0,water,flying,0.5,0.18,70.0,False,False,False,yellow,wings,Gen 3,440.0
280.0,ralts,40.0,0.4,6.6,28.0,25.0,25.0,45.0,35.0,40.0,psychic,fairy,0.5,0.92,35.0,False,False,False,white,humanoid,Gen 3,198.0
281.0,kirlia,97.0,0.8,20.2,38.0,35.0,35.0,65.0,55.0,50.0,psychic,fairy,0.5,0.47,35.0,False,False,False,white,humanoid,Gen 3,278.0
282.0,gardevoir,233.0,1.6,48.4,68.0,65.0,65.0,125.0,115.0,80.0,psychic,fairy,0.5,0.18,35.0,False,False,False,white,humanoid,Gen 3,518.0
283.0,surskit,54.0,0.5,1.7,40.0,30.0,32.0,50.0,52.0,65.0,bug,water,0.5,0.78,70.0,False,False,False,blue,armor,Gen 3,269.0
284.0,masquerain,159.0,0.8,3.6,70.0,60.0,62.0,100.0,82.0,80.0,bug,flying,0.5,0.29,70.0,False,False,False,blue,bug-wings,Gen 3,454.0
285.0,shroomish,59.0,0.4,4.5,60.0,40.0,60.0,40.0,60.0,35.0,grass,,0.5,1.0,70.0,False,False,False,brown,legs,Gen 3,295.0
286.0,breloom,161.0,1.2,39.2,60.0,130.0,80.0,60.0,60.0,70.0,grass,fighting,0.5,0.35,70.0,False,False,False,green,upright,Gen 3,460.0
287.0,slakoth,56.0,0.8,24.0,60.0,60.0,60.0,35.0,35.0,30.0,normal,,0.5,1.0,70.0,False,False,False,brown,quadruped,Gen 3,280.0
288.0,vigoroth,154.0,1.4,46.5,80.0,80.0,80.0,55.0,55.0,90.0,normal,,0.5,0.47,70.0,False,False,False,white,upright,Gen 3,440.0
289.0,slaking,252.0,2.0,130.5,150.0,160.0,100.0,95.0,65.0,100.0,normal,,0.5,0.18,70.0,False,False,False,brown,humanoid,Gen 3,670.0
290.0,nincada,53.0,0.5,5.5,31.0,45.0,90.0,30.0,30.0,40.0,bug,ground,0.5,1.0,70.0,False,False,False,gray,armor,Gen 3,266.0
291.0,ninjask,160.0,0.8,12.0,61.0,90.0,45.0,50.0,50.0,160.0,bug,flying,0.5,0.47,70.0,False,False,False,yellow,bug-wings,Gen 3,456.0
292.0,shedinja,83.0,0.8,1.2,1.0,90.0,45.0,30.0,30.0,40.0,bug,ghost,-1.0,0.18,70.0,False,False,False,brown,blob,Gen 3,236.0
293.0,whismur,48.0,0.6,16.3,64.0,51.0,23.0,51.0,23.0,28.0,normal,,0.5,0.75,70.0,False,False,False,pink,upright,Gen 3,240.0
294.0,loudred,126.0,1.0,40.5,84.0,71.0,43.0,71.0,43.0,48.0,normal,,0.5,0.47,70.0,False,False,False,blue,upright,Gen 3,360.0
295.0,exploud,221.0,1.5,84.0,104.0,91.0,63.0,91.0,73.0,68.0,normal,,0.5,0.18,70.0,False,False,False,blue,upright,Gen 3,490.0
296.0,makuhita,47.0,1.0,86.4,72.0,60.0,30.0,20.0,30.0,25.0,fighting,,0.25,0.71,70.0,False,False,False,yellow,humanoid,Gen 3,237.0
297.0,hariyama,166.0,2.3,253.8,144.0,120.0,60.0,40.0,60.0,50.0,fighting,,0.25,0.78,70.0,False,False,False,brown,humanoid,Gen 3,474.0
298.0,azurill,38.0,0.2,2.0,50.0,20.0,40.0,20.0,40.0,20.0,normal,fairy,0.75,0.59,70.0,True,False,False,blue,legs,Gen 3,190.0
299.0,nosepass,75.0,1.0,97.0,30.0,45.0,135.0,45.0,90.0,30.0,rock,,0.5,1.0,70.0,False,False,False,gray,humanoid,Gen 3,375.0
300.0,skitty,52.0,0.6,11.0,50.0,45.0,45.0,35.0,35.0,50.0,normal,,0.75,1.0,70.0,False,False,False,pink,quadruped,Gen 3,260.0
301.0,delcatty,140.0,1.1,32.6,70.0,65.0,65.0,55.0,55.0,90.0,normal,,0.75,0.24,70.0,False,False,False,purple,quadruped,Gen 3,400.0
302.0,sableye,133.0,0.5,11.0,50.0,75.0,75.0,65.0,65.0,50.0,dark,ghost,0.5,0.18,35.0,False,False,False,purple,humanoid,Gen 3,380.0
303.0,mawile,133.0,0.6,11.5,50.0,85.0,85.0,55.0,55.0,50.0,steel,fairy,0.5,0.18,70.0,False,False,False,black,humanoid,Gen 3,380.0
304.0,aron,66.0,0.4,60.0,50.0,70.0,100.0,40.0,40.0,30.0,steel,rock,0.5,0.71,35.0,False,False,False,gray,quadruped,Gen 3,330.0
305.0,lairon,151.0,0.9,120.0,60.0,90.0,140.0,50.0,50.0,40.0,steel,rock,0.5,0.35,35.0,False,False,False,gray,quadruped,Gen 3,430.0
306.0,aggron,239.0,2.1,360.0,70.0,110.0,180.0,60.0,60.0,50.0,steel,rock,0.5,0.18,35.0,False,False,False,gray,upright,Gen 3,530.0
307.0,meditite,56.0,0.6,11.2,30.0,40.0,55.0,40.0,55.0,60.0,fighting,psychic,0.5,0.71,70.0,False,False,False,blue,humanoid,Gen 3,280.0
308.0,medicham,144.0,1.3,31.5,60.0,60.0,75.0,60.0,75.0,80.0,fighting,psychic,0.5,0.35,70.0,False,False,False,red,humanoid,Gen 3,410.0
309.0,electrike,59.0,0.6,15.2,40.0,45.0,40.0,65.0,40.0,65.0,electric,,0.5,0.47,70.0,False,False,False,green,quadruped,Gen 3,295.0
310.0,manectric,166.0,1.5,40.2,70.0,75.0,60.0,105.0,60.0,105.0,electric,,0.5,0.18,70.0,False,False,False,yellow,quadruped,Gen 3,475.0
311.0,plusle,142.0,0.4,4.2,60.0,50.0,40.0,85.0,75.0,95.0,electric,,0.5,0.78,70.0,False,False,False,yellow,upright,Gen 3,405.0
312.0,minun,142.0,0.4,4.2,60.0,40.0,50.0,75.0,85.0,95.0,electric,,0.5,0.78,70.0,False,False,False,yellow,upright,Gen 3,405.0
313.0,volbeat,151.0,0.7,17.7,65.0,73.0,75.0,47.0,85.0,85.0,bug,,0.0,0.59,70.0,False,False,False,gray,upright,Gen 3,430.0
314.0,illumise,151.0,0.6,17.7,65.0,47.0,75.0,73.0,85.0,85.0,bug,,1.0,0.59,70.0,False,False,False,purple,humanoid,Gen 3,430.0
315.0,roselia,140.0,0.3,2.0,50.0,60.0,45.0,100.0,80.0,65.0,grass,poison,0.5,0.59,70.0,False,False,False,green,humanoid,Gen 3,400.0
316.0,gulpin,60.0,0.4,10.3,70.0,43.0,53.0,43.0,53.0,40.0,poison,,0.5,0.88,70.0,False,False,False,green,arms,Gen 3,302.0
317.0,swalot,163.0,1.7,80.0,100.0,73.0,83.0,73.0,83.0,55.0,poison,,0.5,0.29,70.0,False,False,False,purple,arms,Gen 3,467.0
318.0,carvanha,61.0,0.8,20.8,45.0,90.0,20.0,65.0,20.0,65.0,water,dark,0.5,0.88,35.0,False,False,False,red,fish,Gen 3,305.0
319.0,sharpedo,161.0,1.8,88.8,70.0,120.0,40.0,95.0,40.0,95.0,water,dark,0.5,0.24,35.0,False,False,False,blue,fish,Gen 3,460.0
320.0,wailmer,80.0,2.0,130.0,130.0,70.0,35.0,70.0,35.0,60.0,water,,0.5,0.49,70.0,False,False,False,blue,fish,Gen 3,400.0
321.0,wailord,175.0,14.5,398.0,170.0,90.0,45.0,90.0,45.0,60.0,water,,0.5,0.24,70.0,False,False,False,blue,fish,Gen 3,500.0
322.0,numel,61.0,0.7,24.0,60.0,60.0,40.0,65.0,45.0,35.0,fire,ground,0.5,1.0,70.0,False,False,False,yellow,quadruped,Gen 3,305.0
323.0,camerupt,161.0,1.9,220.0,70.0,100.0,70.0,105.0,75.0,40.0,fire,ground,0.5,0.59,70.0,False,False,False,red,quadruped,Gen 3,460.0
324.0,torkoal,165.0,0.5,80.4,70.0,85.0,140.0,85.0,70.0,20.0,fire,,0.5,0.35,70.0,False,False,False,brown,quadruped,Gen 3,470.0
325.0,spoink,66.0,0.7,30.6,60.0,25.0,35.0,70.0,80.0,60.0,psychic,,0.5,1.0,70.0,False,False,False,black,arms,Gen 3,330.0
326.0,grumpig,165.0,0.9,71.5,80.0,45.0,65.0,90.0,110.0,80.0,psychic,,0.5,0.24,70.0,False,False,False,purple,upright,Gen 3,470.0
327.0,spinda,126.0,1.1,5.0,60.0,60.0,60.0,60.0,60.0,60.0,normal,,0.5,1.0,70.0,False,False,False,brown,upright,Gen 3,360.0
