pokemon_id,pokemon_name,pokemon_base_exp,pokemon_height,pokemon_weight,pokemon_hp,pokemon_atk,pokemon_def,pokemon_sp_atk,pokemon_sp_def,pokemon_speed,pokemon_type_1,pokemon_type_2,p_species_gender_rate,p_species_capture_rate,p_species_base_happiness,p_species_is_baby,p_species_is_legendary,p_species_is_mythical,p_species_color,p_species_shape,p_species_gen
253,grovyle,142,9,216,50,65,45,85,65,95,grass,,1,45,70,False,False,False,green,upright,generation-iii
254,sceptile,239,17,522,70,85,65,105,85,120,grass,,1,45,70,False,False,False,green,upright,generation-iii
255,torchic,62,4,25,45,60,40,70,50,45,fire,,1,45,70,False,False,False,red,legs,generation-iii
256,combusken,142,9,195,60,85,60,85,60,55,fire,fighting,1,45,70,False,False,False,red,upright,generation-iii
257,blaziken,239,19,520,80,120,70,110,70,80,fire,fighting,1,45,70,False,False,False,red,upright,generation-iii
258,mudkip,62,4,76,50,70,50,50,50,40,water,,1,45,70,False,False,False,blue,quadruped,generation-iii
259,marshtomp,142,7,280,70,85,70,60,70,50,water,ground,1,45,70,False,False,False,blue,upright,generation-iii
260,swampert,241,15,819,100,110,90,85,90,60,water,ground,1,45,70,False,False,False,blue,upright,generation-iii
261,poochyena,56,5,136,35,55,35,30,30,35,dark,,4,255,70,False,False,False,gray,quadruped,generation-iii
262,mightyena,147,10,370,70,90,70,60,60,70,dark,,4,127,70,False,False,False,gray,quadruped,generation-iii
263,zigzagoon,56,4,175,38,30,41,30,41,60,normal,,4,255,70,False,False,False,brown,quadruped,generation-iii
264,linoone,147,5,325,78,70,61,50,61,100,normal,,4,90,70,False,False,False,white,quadruped,generation-iii
265,wurmple,56,3,36,45,45,35,20,30,20,bug,,4,255,70,False,False,False,red,armor,generation-iii
266,silcoon,72,6,100,50,35,55,25,25,15,bug,,4,120,70,False,False,False,white,ball,generation-iii
267,beautifly,178,10,284,60,70,50,100,50,65,bug,flying,4,45,70,False,False,False,yellow,bug-wings,generation-iii
268,cascoon,72,7,115,50,35,55,25,25,15,bug,,4,120,70,False,False,False,purple,ball,generation-iii
269,dustox,173,12,316,60,50,70,50,90,65,bug,poison,4,45,70,False,False,False,green,bug-wings,generation-iii
270,lotad,44,5,26,40,30,30,40,50,30,water,grass,4,255,70,False,False,False,green,armor,generation-iii
271,lombre,119,12,325,60,50,50,60,70,50,water,grass,4,120,70,False,False,False,green,humanoid,generation-iii
272,ludicolo,216,15,550,80,70,70,90,100,70,water,grass,4,45,70,False,False,False,green,humanoid,generation-iii
273,seedot,44,5,40,40,40,50,30,30,30,grass,,4,255,70,False,False,False,brown,legs,generation-iii
274,nuzleaf,119,10,280,70,70,40,60,40,60,grass,dark,4,120,70,False,False,False,brown,humanoid,generation-iii
275,shiftry,216,13,596,90,100,60,90,60,80,grass,dark,4,45,70,False,False,False,brown,humanoid,generation-iii
276,taillow,54,3,23,40,55,30,30,30,85,normal,flying,4,200,70,False,False,False,blue,wings,generation-iii
277,swellow,159,7,198,60,85,60,75,50,125,normal,flying,4,45,70,False,False,False,blue,wings,generation-iii
278,wingull,54,6,95,40,30,30,55,30,85,water,flying,4,190,70,False,False,False,white,wings,generation-iii
279,pelipper,154,12,280,60,50,100,95,70,65,water,flying,4,45,70,False,False,False,yellow,wings,generation-iii
280,ralts,40,4,66,28,25,25,45,35,40,psychic,fairy,4,235,35,False,False,False,white,humanoid,generation-iii
281,kirlia,97,8,202,38,35,35,65,55,50,psychic,fairy,4,120,35,False,False,False,white,humanoid,generation-iii
282,gardevoir,233,16,484,68,65,65,125,115,80,psychic,fairy,4,45,35,False,False,False,white,humanoid,generation-iii
283,surskit,54,5,17,40,30,32,50,52,65,bug,water,4,200,70,False,False,False,blue,armor,generation-iii
284,masquerain,159,8,36,70,60,62,100,82,80,bug,flying,4,75,70,False,False,False,blue,bug-wings,generation-iii
285,shroomish,59,4,45,60,40,60,40,60,35,grass,,4,255,70,False,False,False,brown,legs,generation-iii
286,breloom,161,12,392,60,130,80,60,60,70,grass,fighting,4,90,70,False,False,False,green,upright,generation-iii
287,slakoth,56,8,240,60,60,60,35,35,30,normal,,4,255,70,False,False,False,brown,quadruped,generation-iii
288,vigoroth,154,14,465,80,80,80,55,55,90,normal,,4,120,70,False,False,False,white,upright,generation-iii
289,slaking,252,20,1305,150,160,100,95,65,100,normal,,4,45,70,False,False,False,brown,humanoid,generation-iii
290,nincada,53,5,55,31,45,90,30,30,40,bug,ground,4,255,70,False,False,False,gray,armor,generation-iii
291,ninjask,160,8,120,61,90,45,50,50,160,bug,flying,4,120,70,False,False,False,yellow,bug-wings,generation-iii
292,shedinja,83,8,12,1,90,45,30,30,40,bug,ghost,-1,45,70,False,False,False,brown,blob,generation-iii
293,whismur,48,6,163,64,51,23,51,23,28,normal,,4,190,70,False,False,False,pink,upright,generation-iii
294,loudred,126,10,405,84,71,43,71,43,48,normal,,4,120,70,False,False,False,blue,upright,generation-iii
295,exploud,221,15,840,104,91,63,91,73,68,normal,,4,45,70,False,False,False,blue,upright,generation-iii
296,makuhita,47,10,864,72,60,30,20,30,25,fighting,,2,180,70,False,False,False,yellow,humanoid,generation-iii
297,hariyama,166,23,2538,144,120,60,40,60,50,fighting,,2,200,70,False,False,False,brown,humanoid,generation-iii
298,azurill,38,2,20,50,20,40,20,40,20,normal,fairy,6,150,70,True,False,False,blue,legs,generation-iii
299,nosepass,75,10,970,30,45,135,45,90,30,rock,,4,255,70,False,False,False,gray,humanoid,generation-iii
300,skitty,52,6,110,50,45,45,35,35,50,normal,,6,255,70,False,False,False,pink,quadruped,generation-iii
301,delcatty,140,11,326,70,65,65,55,55,90,normal,,6,60,70,False,False,False,purple,quadruped,generation-iii
302,sableye,133,5,110,50,75,75,65,65,50,dark,ghost,4,45,35,False,False,False,purple,humanoid,generation-iii
303,mawile,133,6,115,50,85,85,55,55,50,steel,fairy,4,45,70,False,False,False,black,humanoid,generation-iii
304,aron,66,4,600,50,70,100,40,40,30,steel,rock,4,180,35,False,False,False,gray,quadruped,generation-iii
305,lairon,151,9,1200,60,90,140,50,50,40,steel,rock,4,90,35,False,False,False,gray,quadruped,generation-iii
306,aggron,239,21,3600,70,110,180,60,60,50,steel,rock,4,45,35,False,False,False,gray,upright,generation-iii
307,meditite,56,6,112,30,40,55,40,55,60,fighting,psychic,4,180,70,False,False,False,blue,humanoid,generation-iii
308,medicham,144,13,315,60,60,75,60,75,80,fighting,psychic,4,90,70,False,False,False,red,humanoid,generation-iii
309,electrike,59,6,152,40,45,40,65,40,65,electric,,4,120,70,False,False,False,green,quadruped,generation-iii
310,manectric,166,15,402,70,75,60,105,60,105,electric,,4,45,70,False,False,False,yellow,quadruped,generation-iii
311,plusle,142,4,42,60,50,40,85,75,95,electric,,4,200,70,False,False,False,yellow,upright,generation-iii
312,minun,142,4,42,60,40,50,75,85,95,electric,,4,200,70,False,False,False,yellow,upright,generation-iii
313,volbeat,151,7,177,65,73,75,47,85,85,bug,,0,150,70,False,False,False,gray,upright,generation-iii
314,illumise,151,6,177,65,47,75,73,85,85,bug,,8,150,70,False,False,False,purple,humanoid,generation-iii
315,roselia,140,3,20,50,60,45,100,80,65,grass,poison,4,150,70,False,False,False,green,humanoid,generation-iii
316,gulpin,60,4,103,70,43,53,43,53,40,poison,,4,225,70,False,False,False,green,arms,generation-iii
317,swalot,163,17,800,100,73,83,73,83,55,poison,,4,75,70,False,False,False,purple,arms,generation-iii
318,carvanha,61,8,208,45,90,20,65,20,65,water,dark,4,225,35,False,False,False,red,fish,generation-iii
319,sharpedo,161,18,888,70,120,40,95,40,95,water,dark,4,60,35,False,False,False,blue,fish,generation-iii
320,wailmer,80,20,1300,130,70,35,70,35,60,water,,4,125,70,False,False,False,blue,fish,generation-iii
321,wailord,175,145,3980,170,90,45,90,45,60,water,,4,60,70,False,False,False,blue,fish,generation-iii
322,numel,61,7,240,60,60,40,65,45,35,fire,ground,4,255,70,False,False,False,yellow,quadruped,generation-iii
323,camerupt,161,19,2200,70,100,70,105,75,40,fire,ground,4,150,70,False,False,False,red,quadruped,generation-iii
324,torkoal,165,5,804,70,85,140,85,70,20,fire,,4,90,70,False,False,False,brown,quadruped,generation-iii
325,spoink,66,7,306,60,25,35,70,80,60,psychic,,4,255,70,False,False,False,black,arms,generation-iii
326,grumpig,165,9,715,80,45,65,90,110,80,psychic,,4,60,70,False,False,False,purple,upright,generation-iii
327,spinda,126,11,50,60,60,60,60,60,60,normal,,4,255,70,False,False,False,brown,upright,generation-iii
328,trapinch,58,7,150,45,100,45,45,45,10,ground,,4,255,70,False,False,False,brown,armor,generation-iii
329,vibrava,119,11,153,50,70,50,50,50,70,ground,dragon,4,120,70,False,False,False,green,bug-wings,generation-iii
330,flygon,234,20,820,80,100,80,80,80,100,ground,dragon,4,45,70,False,False,False,green,wings,generation-iii
331,cacnea,67,4,513,50,85,40,85,40,35,grass,,4,190,35,False,False,False,green,humanoid,generation-iii
332,cacturne,166,13,774,70,115,60,115,60,55,grass,dark,4,60,35,False,False,False,green,humanoid,generation-iii
333,swablu,62,4,12,45,40,60,40,75,50,normal,flying,4,255,70,False,False,False,blue,wings,generation-iii
334,altaria,172,11,206,75,70,90,70,105,80,dragon,flying,4,45,70,False,False,False,blue,wings,generation-iii
335,zangoose,160,13,403,73,115,60,60,60,90,normal,,4,90,70,False,False,False,white,upright,generation-iii
336,seviper,160,27,525,73,100,60,100,60,65,poison,,4,90,70,False,False,False,black,squiggle,generation-iii
337,lunatone,161,10,1680,90,55,65,95,85,70,rock,psychic,-1,45,70,False,False,False,yellow,ball,generation-iii
338,solrock,161,12,1540,90,95,85,55,65,70,rock,psychic,-1,45,70,False,False,False,red,ball,generation-iii
339,barboach,58,4,19,50,48,43,46,41,60,water,ground,4,190,70,False,False,False,gray,fish,generation-iii
340,whiscash,164,9,236,110,78,73,76,71,60,water,ground,4,75,70,False,False,False,blue,fish,generation-iii
341,corphish,62,6,115,43,80,65,50,35,35,water,,4,205,70,False,False,False,red,armor,generation-iii
342,crawdaunt,164,11,328,63,120,85,90,55,55,water,dark,4,155,70,False,False,False,red,armor,generation-iii
343,baltoy,60,5,215,40,40,55,40,70,55,ground,psychic,-1,255,70,False,False,False,brown,arms,generation-iii
344,claydol,175,15,1080,60,70,105,70,120,75,ground,psychic,-1,90,70,False,False,False,black,arms,generation-iii
345,lileep,71,10,238,66,41,77,61,87,23,rock,grass,1,45,70,False,False,False,purple,blob,generation-iii
346,cradily,173,15,604,86,81,97,81,107,43,rock,grass,1,45,70,False,False,False,green,blob,generation-iii
347,anorith,71,7,125,45,95,50,40,50,75,rock,bug,1,45,70,False,False,False,gray,armor,generation-iii
348,armaldo,173,15,682,75,125,100,70,80,45,rock,bug,1,45,70,False,False,False,gray,upright,generation-iii
349,feebas,40,6,74,20,15,20,10,55,80,water,,4,255,70,False,False,False,brown,fish,generation-iii
350,milotic,189,62,1620,95,60,79,100,125,81,water,,4,60,70,False,False,False,pink,squiggle,generation-iii
351,castform,147,3,8,70,70,70,70,70,70,normal,,4,45,70,False,False,False,gray,ball,generation-iii
352,kecleon,154,10,220,60,90,70,60,120,40,normal,,4,200,70,False,False,False,green,upright,generation-iii
353,shuppet,59,6,23,44,75,35,63,33,45,ghost,,4,225,35,False,False,False,black,ball,generation-iii
354,banette,159,11,125,64,115,65,83,63,65,ghost,,4,45,35,False,False,False,black,upright,generation-iii
355,duskull,59,8,150,20,40,90,30,90,25,ghost,,4,190,35,False,False,False,black,arms,generation-iii
356,dusclops,159,16,306,40,70,130,60,130,25,ghost,,4,90,35,False,False,False,black,humanoid,generation-iii
357,tropius,161,20,1000,99,68,83,72,87,51,grass,flying,4,200,70,False,False,False,green,quadruped,generation-iii
358,chimecho,159,6,10,75,50,80,95,90,65,psychic,,4,45,70,False,False,False,blue,arms,generation-iii
359,absol,163,12,470,65,130,60,75,60,75,dark,,4,30,35,False,False,False,white,quadruped,generation-iii
360,wynaut,52,6,140,95,23,48,23,48,23,psychic,,4,125,70,True,False,False,blue,upright,generation-iii
361,snorunt,60,7,168,50,50,50,50,50,50,ice,,4,190,70,False,False,False,gray,humanoid,generation-iii
362,glalie,168,15,2565,80,80,80,80,80,80,ice,,4,75,70,False,False,False,gray,ball,generation-iii
363,spheal,58,8,395,70,40,50,55,50,25,ice,water,4,255,70,False,False,False,blue,fish,generation-iii
364,sealeo,144,11,876,90,60,70,75,70,45,ice,water,4,120,70,False,False,False,blue,fish,generation-iii
365,walrein,239,14,1506,110,80,90,95,90,65,ice,water,4,45,70,False,False,False,blue,quadruped,generation-iii
366,clamperl,69,4,525,35,64,85,74,55,32,water,,4,255,70,False,False,False,blue,ball,generation-iii
367,huntail,170,17,270,55,104,105,94,75,52,water,,4,60,70,False,False,False,blue,squiggle,generation-iii
368,gorebyss,170,18,226,55,84,105,114,75,52,water,,4,60,70,False,False,False,pink,squiggle,generation-iii
369,relicanth,170,10,234,100,90,130,45,65,55,water,rock,1,25,70,False,False,False,gray,fish,generation-iii
370,luvdisc,116,6,87,43,30,55,40,65,97,water,,6,225,70,False,False,False,pink,fish,generation-iii
371,bagon,60,6,421,45,75,60,40,30,50,dragon,,4,45,35,False,False,False,blue,humanoid,generation-iii
372,shelgon,147,11,1105,65,95,100,60,50,50,dragon,,4,45,35,False,False,False,white,quadruped,generation-iii
373,salamence,270,15,1026,95,135,80,110,80,100,dragon,flying,4,45,35,False,False,False,blue,quadruped,generation-iii
374,beldum,60,6,952,40,55,80,35,60,30,steel,psychic,-1,3,35,False,False,False,blue,blob,generation-iii
375,metang,147,12,2025,60,75,100,55,80,50,steel,psychic,-1,3,35,False,False,False,blue,arms,generation-iii
376,metagross,270,16,5500,80,135,130,95,90,70,steel,psychic,-1,3,35,False,False,False,blue,heads,generation-iii
377,regirock,261,17,2300,80,100,200,50,100,50,rock,,-1,3,35,False,True,False,brown,humanoid,generation-iii
378,regice,261,18,1750,80,50,100,100,200,50,ice,,-1,3,35,False,True,False,blue,humanoid,generation-iii
379,registeel,261,19,2050,80,75,150,75,150,50,steel,,-1,3,35,False,True,False,gray,humanoid,generation-iii
380,latias,270,14,400,80,80,90,110,130,110,dragon,psychic,8,3,90,False,True,False,red,wings,generation-iii
381,latios,270,20,600,80,90,80,130,110,110,dragon,psychic,0,3,90,False,True,False,blue,wings,generation-iii
382,kyogre,302,45,3520,100,100,90,150,140,90,water,,-1,3,0,False,True,False,blue,fish,generation-iii
383,groudon,302,35,9500,100,150,140,100,90,90,ground,,-1,3,0,False,True,False,red,upright,generation-iii
384,rayquaza,306,70,2065,105,150,90,150,90,95,dragon,flying,-1,45,0,False,True,False,green,squiggle,generation-iii
385,jirachi,270,3,11,100,100,100,100,100,100,steel,psychic,-1,3,100,False,False,True,yellow,humanoid,generation-iii
386,deoxys-normal,270,17,608,50,150,50,150,50,150,psychic,,-1,3,0,False,False,True,red,humanoid,generation-iii
387,turtwig,64,4,102,55,68,64,45,55,31,grass,,1,45,70,False,False,False,green,quadruped,generation-iv
388,grotle,142,11,970,75,89,85,55,65,36,grass,,1,45,70,False,False,False,green,quadruped,generation-iv
389,torterra,236,22,3100,95,109,105,75,85,56,grass,ground,1,45,70,False,False,False,green,quadruped,generation-iv
390,chimchar,62,5,62,44,58,44,58,44,61,fire,,1,45,70,False,False,False,brown,upright,generation-iv
391,monferno,142,9,220,64,78,52,78,52,81,fire,fighting,1,45,70,False,False,False,brown,upright,generation-iv
392,infernape,240,12,550,76,104,71,104,71,108,fire,fighting,1,45,70,False,False,False,brown,upright,generation-iv
393,piplup,63,4,52,53,51,53,61,56,40,water,,1,45,70,False,False,False,blue,humanoid,generation-iv
394,prinplup,142,8,230,64,66,68,81,76,50,water,,1,45,70,False,False,False,blue,upright,generation-iv
395,empoleon,239,17,845,84,86,88,111,101,60,water,steel,1,45,70,False,False,False,blue,upright,generation-iv
396,starly,49,3,20,40,55,30,30,30,60,normal,flying,4,255,70,False,False,False,brown,wings,generation-iv
397,staravia,119,6,155,55,75,50,40,40,80,normal,flying,4,120,70,False,False,False,brown,wings,generation-iv
398,staraptor,218,12,249,85,120,70,50,60,100,normal,flying,4,45,70,False,False,False,brown,wings,generation-iv
399,bidoof,50,5,200,59,45,40,35,40,31,normal,,4,255,70,False,False,False,brown,quadruped,generation-iv
400,bibarel,144,10,315,79,85,60,55,60,71,normal,water,4,127,70,False,False,False,brown,upright,generation-iv
401,kricketot,39,3,22,37,25,41,25,41,25,bug,,4,255,70,False,False,False,red,humanoid,generation-iv
402,kricketune,134,10,255,77,85,51,55,51,65,bug,,4,45,70,False,False,False,red,bug-wings,generation-iv
403,shinx,53,5,95,45,65,34,40,34,45,electric,,4,235,70,False,False,False,blue,quadruped,generation-iv
404,luxio,127,9,305,60,85,49,60,49,60,electric,,4,120,100,False,False,False,blue,quadruped,generation-iv
405,luxray,235,14,420,80,120,79,95,79,70,electric,,4,45,70,False,False,False,blue,quadruped,generation-iv
406,budew,56,2,12,40,30,35,50,70,55,grass,poison,4,255,70,True,False,False,green,humanoid,generation-iv
407,roserade,232,9,145,60,70,65,125,105,90,grass,poison,4,75,70,False,False,False,green,humanoid,generation-iv
408,cranidos,70,9,315,67,125,40,30,30,58,rock,,1,45,70,False,False,False,blue,upright,generation-iv
409,rampardos,173,16,1025,97,165,60,65,50,58,rock,,1,45,70,False,False,False,blue,upright,generation-iv
410,shieldon,70,5,570,30,42,118,42,88,30,rock,steel,1,45,70,False,False,False,gray,quadruped,generation-iv
411,bastiodon,173,13,1495,60,52,168,47,138,30,rock,steel,1,45,70,False,False,False,gray,quadruped,generation-iv
412,burmy,45,2,34,40,29,45,29,45,36,bug,,4,120,70,False,False,False,green,blob,generation-iv
413,wormadam-plant,148,5,65,60,59,85,79,105,36,bug,grass,8,45,70,False,False,False,green,blob,generation-iv
414,mothim,148,9,233,70,94,50,94,50,66,bug,flying,0,45,70,False,False,False,yellow,bug-wings,generation-iv
415,combee,49,3,55,30,30,42,30,42,70,bug,flying,1,120,70,False,False,False,yellow,heads,generation-iv
416,vespiquen,166,12,385,70,80,102,80,102,40,bug,flying,8,45,70,False,False,False,yellow,bug-wings,generation-iv
417,pachirisu,142,4,39,60,45,70,45,90,95,electric,,4,200,100,False,False,False,white,quadruped,generation-iv
418,buizel,66,7,295,55,65,35,60,30,85,water,,4,190,70,False,False,False,brown,quadruped,generation-iv
419,floatzel,173,11,335,85,105,55,85,50,115,water,,4,75,70,False,False,False,brown,quadruped,generation-iv
420,cherubi,55,4,33,45,35,45,62,53,35,grass,,4,190,70,False,False,False,pink,heads,generation-iv
421,cherrim,158,5,93,70,60,70,87,78,85,grass,,4,75,70,False,False,False,purple,legs,generation-iv
422,shellos,65,3,63,76,48,48,57,62,34,water,,4,190,70,False,False,False,purple,squiggle,generation-iv
423,gastrodon,166,9,299,111,83,68,92,82,39,water,ground,4,75,70,False,False,False,purple,squiggle,generation-iv
424,ambipom,169,12,203,75,100,66,60,66,115,normal,,4,45,100,False,False,False,purple,upright,generation-iv
425,drifloon,70,4,12,90,50,34,60,44,70,ghost,flying,4,125,70,False,False,False,purple,arms,generation-iv
426,drifblim,174,12,150,150,80,44,90,54,80,ghost,flying,4,60,70,False,False,False,purple,arms,generation-iv
427,buneary,70,4,55,55,66,44,44,56,85,normal,,4,190,0,False,False,False,brown,upright,generation-iv
428,lopunny,168,12,333,65,76,84,54,96,105,normal,,4,60,140,False,False,False,brown,upright,generation-iv
429,mismagius,173,9,44,60,60,60,105,105,105,ghost,,4,45,35,False,False,False,purple,ball,generation-iv
430,honchkrow,177,9,273,100,125,52,105,52,71,dark,flying,4,30,35,False,False,False,black,wings,generation-iv
431,glameow,62,5,39,49,55,42,42,37,85,normal,,6,190,70,False,False,False,gray,quadruped,generation-iv
432,purugly,158,10,438,71,82,64,64,59,112,normal,,6,75,70,False,False,False,gray,quadruped,generation-iv
433,chingling,57,2,6,45,30,50,65,50,45,psychic,,4,120,70,True,False,False,yellow,humanoid,generation-iv
434,stunky,66,4,192,63,63,47,41,41,74,poison,dark,4,225,70,False,False,False,purple,quadruped,generation-iv
435,skuntank,168,10,380,103,93,67,71,61,84,poison,dark,4,60,70,False,False,False,purple,quadruped,generation-iv
436,bronzor,60,5,605,57,24,86,24,86,23,steel,psychic,-1,255,70,False,False,False,green,ball,generation-iv
437,bronzong,175,13,1870,67,89,116,79,116,33,steel,psychic,-1,90,70,False,False,False,green,arms,generation-iv
438,bonsly,58,5,150,50,80,95,10,45,10,rock,,4,255,70,True,False,False,brown,legs,generation-iv
439,mime-jr,62,6,130,20,25,45,70,90,60,psychic,fairy,4,145,70,True,False,False,pink,humanoid,generation-iv
440,happiny,110,6,244,100,5,5,15,65,30,normal,,8,130,140,True,False,False,pink,humanoid,generation-iv
441,chatot,144,5,19,76,65,45,92,42,91,normal,flying,4,30,35,False,False,False,black,wings,generation-iv
442,spiritomb,170,10,1080,50,92,108,92,108,35,ghost,dark,4,100,70,False,False,False,purple,blob,generation-iv
443,gible,60,7,205,58,70,45,40,45,42,dragon,ground,4,45,70,False,False,False,blue,upright,generation-iv
444,gabite,144,14,560,68,90,65,50,55,82,dragon,ground,4,45,70,False,False,False,blue,upright,generation-iv
445,garchomp,270,19,950,108,130,95,80,85,102,dragon,ground,4,45,70,False,False,False,blue,upright,generation-iv
446,munchlax,78,6,1050,135,85,40,40,85,5,normal,,1,50,70,True,False,False,black,humanoid,generation-iv
447,riolu,57,7,202,40,70,40,35,40,60,fighting,,1,75,70,True,False,False,blue,upright,generation-iv
448,lucario,184,12,540,70,110,70,115,70,90,fighting,steel,1,45,70,False,False,False,blue,upright,generation-iv
449,hippopotas,66,8,495,68,72,78,38,42,32,ground,,4,140,70,False,False,False,brown,quadruped,generation-iv
450,hippowdon,184,20,3000,108,112,118,68,72,47,ground,,4,60,70,False,False,False,brown,quadruped,generation-iv
451,skorupi,66,8,120,40,50,90,30,55,65,poison,bug,4,120,70,False,False,False,purple,armor,generation-iv
452,drapion,175,13,615,70,90,110,60,75,95,poison,dark,4,45,70,False,False,False,purple,armor,generation-iv
453,croagunk,60,7,230,48,61,40,61,40,50,poison,fighting,4,140,100,False,False,False,blue,humanoid,generation-iv
454,toxicroak,172,13,444,83,106,65,86,65,85,poison,fighting,4,75,70,False,False,False,blue,humanoid,generation-iv
455,carnivine,159,14,270,74,100,72,90,72,46,grass,,4,200,70,False,False,False,green,tentacles,generation-iv
456,finneon,66,4,70,49,49,56,49,61,66,water,,4,190,70,False,False,False,blue,fish,generation-iv
457,lumineon,161,12,240,69,69,76,69,86,91,water,,4,75,70,False,False,False,blue,fish,generation-iv
458,mantyke,69,10,650,45,20,50,60,120,50,water,flying,4,25,70,True,False,False,blue,wings,generation-iv
459,snover,67,10,505,60,62,50,62,60,40,grass,ice,4,120,70,False,False,False,white,upright,generation-iv
460,abomasnow,173,22,1355,90,92,75,92,85,60,grass,ice,4,60,70,False,False,False,white,upright,generation-iv
461,weavile,179,11,340,70,120,65,45,85,125,dark,ice,4,45,35,False,False,False,black,upright,generation-iv
462,magnezone,241,12,1800,70,70,115,130,90,60,electric,steel,-1,30,70,False,False,False,gray,arms,generation-iv
463,lickilicky,180,17,1400,110,85,95,80,95,50,normal,,4,30,70,False,False,False,pink,humanoid,generation-iv
464,rhyperior,241,24,2828,115,140,130,55,55,40,ground,rock,4,30,70,False,False,False,gray,upright,generation-iv
465,tangrowth,187,20,1286,100,100,125,110,50,50,grass,,4,30,70,False,False,False,blue,humanoid,generation-iv
466,electivire,243,18,1386,75,123,67,95,85,95,electric,,2,30,70,False,False,False,yellow,upright,generation-iv
467,magmortar,243,16,680,75,95,67,125,95,83,fire,,2,30,70,False,False,False,red,upright,generation-iv
468,togekiss,245,15,380,85,50,95,120,115,80,fairy,flying,1,30,70,False,False,False,white,wings,generation-iv
469,yanmega,180,19,515,86,76,86,116,56,95,bug,flying,4,30,70,False,False,False,green,bug-wings,generation-iv
470,leafeon,184,10,255,65,110,130,60,65,95,grass,,1,45,35,False,False,False,green,quadruped,generation-iv
471,glaceon,184,8,259,65,60,110,130,95,65,ice,,1,45,35,False,False,False,blue,quadruped,generation-iv
472,gliscor,179,20,425,75,95,125,45,75,95,ground,flying,4,30,70,False,False,False,purple,wings,generation-iv
473,mamoswine,239,25,2910,110,130,80,70,60,80,ice,ground,4,50,70,False,False,False,brown,quadruped,generation-iv
474,porygon-z,241,9,340,85,80,70,135,75,90,normal,,-1,30,70,False,False,False,red,arms,generation-iv
475,gallade,233,16,520,68,125,65,65,115,80,psychic,fighting,0,45,35,False,False,False,white,humanoid,generation-iv
476,probopass,184,14,3400,60,55,145,75,150,40,rock,steel,4,60,70,False,False,False,gray,heads,generation-iv
477,dusknoir,236,22,1066,45,100,135,65,135,45,ghost,,4,45,35,False,False,False,black,arms,generation-iv
478,froslass,168,13,266,70,80,70,80,70,110,ice,ghost,8,75,70,False,False,False,white,arms,generation-iv
479,rotom,154,3,3,50,50,77,95,77,91,electric,ghost,-1,45,70,False,False,False,red,ball,generation-iv
480,uxie,261,3,3,75,75,130,75,130,95,psychic,,-1,3,140,False,True,False,yellow,upright,generation-iv
481,mesprit,261,3,3,80,105,105,105,105,80,psychic,,-1,3,140,False,True,False,pink,upright,generation-iv
482,azelf,261,3,3,75,125,70,125,70,115,psychic,,-1,3,140,False,True,False,blue,upright,generation-iv
483,dialga,306,54,6830,100,120,120,150,100,90,steel,dragon,-1,3,0,False,True,False,white,quadruped,generation-iv
484,palkia,306,42,3360,90,120,100,150,120,100,water,dragon,-1,3,0,False,True,False,purple,upright,generation-iv
485,heatran,270,17,4300,91,90,106,130,106,77,fire,steel,4,3,100,False,True,False,brown,quadruped,generation-iv
486,regigigas,302,37,4200,110,160,110,80,110,100,normal,,-1,3,0,False,True,False,white,humanoid,generation-iv
487,giratina-altered,306,45,7500,150,100,120,100,120,90,ghost,dragon,-1,3,0,False,True,False,black,tentacles,generation-iv
488,cresselia,270,15,856,120,70,110,75,120,85,psychic,,8,3,100,False,True,False,yellow,squiggle,generation-iv
489,phione,216,4,31,80,80,80,80,80,80,water,,-1,30,70,False,False,True,blue,arms,generation-iv
490,manaphy,270,3,14,100,100,100,100,100,100,water,,-1,3,70,False,False,True,blue,humanoid,generation-iv
491,darkrai,270,15,505,70,90,90,135,90,125,dark,,-1,3,0,False,False,True,black,humanoid,generation-iv
492,shaymin-land,270,2,21,100,100,100,100,100,100,grass,,-1,45,100,False,False,True,green,quadruped,generation-iv
493,arceus,324,32,3200,120,120,120,120,120,120,normal,,-1,3,0,False,False,True,white,quadruped,generation-iv
494,victini,270,4,40,100,100,100,100,100,100,psychic,fire,-1,3,100,False,False,True,yellow,humanoid,generation-v
495,snivy,62,6,81,45,45,55,45,55,63,grass,,1,45,70,False,False,False,green,upright,generation-v
496,servine,145,8,160,60,60,75,60,75,83,grass,,1,45,70,False,False,False,green,upright,generation-v
497,serperior,238,33,630,75,75,95,75,95,113,grass,,1,45,70,False,False,False,green,squiggle,generation-v
498,tepig,62,5,99,65,63,45,45,45,45,fire,,1,45,70,False,False,False,red,quadruped,generation-v
499,pignite,146,10,555,90,93,55,70,55,55,fire,fighting,1,45,70,False,False,False,red,upright,generation-v
500,emboar,238,16,1500,110,123,65,100,65,65,fire,fighting,1,45,70,False,False,False,red,upright,generation-v
501,oshawott,62,5,59,55,55,45,63,45,45,water,,1,45,70,False,False,False,blue,upright,generation-v
502,dewott,145,8,245,75,75,60,83,60,60,water,,1,45,70,False,False,False,blue,upright,generation-v
503,samurott,238,15,946,95,100,85,108,70,70,water,,1,45,70,False,False,False,blue,quadruped,generation-v
504,patrat,51,5,116,45,55,39,35,39,42,normal,,4,255,70,False,False,False,brown,quadruped,generation-v
